1764682238.417145 server started (68603): version 3.6, socket /private/tmp/tmux-501/default, protocol 8
1764682238.417196 on Darwin 24.5.0 Darwin Kernel Version 24.5.0: Tue Apr 22 19:54:43 PDT 2025; root:xnu-11417.121.6~2/RELEASE_ARM64_T8132
1764682238.417207 using libevent 2.1.12-stable select
1764682238.417220 using utf8proc 2.11.2
1764682238.417228 using ncurses 6.5 20240427
1764682238.461806 yylex_token: end at WS
1764682238.461808 yylex_token: -X
1764682238.461810 yylex_token: end at WS
1764682238.461812 yylex_token: cursor-left
1764682238.461814 cmd_parse_build_commands 0:0: bind
1764682238.461816 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1764682238.461818 cmd_parse_build_commands 0:2: h
1764682238.461820 cmd_parse_build_commands 0:3 0:0: send
1764682238.461822 cmd_parse_build_commands 0:3 0:1: -X
1764682238.461824 cmd_parse_build_commands 0:3 0:2: cursor-left
1764682238.461826 cmd_parse_build_commands 0:0: send
1764682238.461828 cmd_parse_build_commands 0:1: -X
1764682238.461830 cmd_parse_build_commands 0:2: cursor-left
1764682238.461833 args_parse_flags: next -X
1764682238.461835 args_parse_flags: -X
1764682238.461837 args_parse_flags: next cursor-left
1764682238.461839 args_parse: flags end at 2 of 3
1764682238.461841 args_parse: 2 = cursor-left (type STRING)
1764682238.461844 cmd_parse_build_commands: send-keys -X cursor-left
1764682238.461846 args_parse_flags: next -Tcopy-mode-vi
1764682238.461848 args_parse_flag_argument: -T = copy-mode-vi
1764682238.461850 args_parse_flags: next h
1764682238.461852 args_parse: flags end at 2 of 4
1764682238.461854 args_parse: 2 = h (type STRING)
1764682238.461857 args_parse: 3 = send-keys -X cursor-left (type COMMANDS)
1764682238.461863 cmd_parse_build_commands: bind-key -T copy-mode-vi h { send-keys -X cursor-left }
1764682238.461866 cmdq_get_command: [bind-key/0x143247930] group 2480
1764682238.461868 cmdq_append <global>: [bind-key/0x143247930]
1764682238.461871 yylex_token: end at WS
1764682238.461872 yylex_token: bind
1764682238.461875 yylex_token: end at WS
1764682238.461877 yylex_token: -Tcopy-mode-vi
1764682238.461879 yylex_token: end at WS
1764682238.461881 yylex_token: j
1764682238.461883 yylex_token: end at WS
1764682238.461884 yylex_token: send
1764682238.461886 yylex_token: end at WS
1764682238.461888 yylex_token: -X
1764682238.461890 yylex_token: end at WS
1764682238.461892 yylex_token: cursor-down
1764682238.461895 cmd_parse_build_commands 0:0: bind
1764682238.461897 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1764682238.461899 cmd_parse_build_commands 0:2: j
1764682238.461901 cmd_parse_build_commands 0:3 0:0: send
1764682238.461903 cmd_parse_build_commands 0:3 0:1: -X
1764682238.461904 cmd_parse_build_commands 0:3 0:2: cursor-down
1764682238.461907 cmd_parse_build_commands 0:0: send
1764682238.461909 cmd_parse_build_commands 0:1: -X
1764682238.461911 cmd_parse_build_commands 0:2: cursor-down
1764682238.461914 args_parse_flags: next -X
1764682238.461916 args_parse_flags: -X
1764682238.461918 args_parse_flags: next cursor-down
1764682238.461920 args_parse: flags end at 2 of 3
1764682238.461922 args_parse: 2 = cursor-down (type STRING)
1764682238.461930 cmd_parse_build_commands: send-keys -X cursor-down
1764682238.461932 args_parse_flags: next -Tcopy-mode-vi
1764682238.461934 args_parse_flag_argument: -T = copy-mode-vi
1764682238.461936 args_parse_flags: next j
1764682238.461938 args_parse: flags end at 2 of 4
1764682238.461940 args_parse: 2 = j (type STRING)
1764682238.461943 args_parse: 3 = send-keys -X cursor-down (type COMMANDS)
1764682238.461952 cmd_parse_build_commands: bind-key -T copy-mode-vi j { send-keys -X cursor-down }
1764682238.461955 cmdq_get_command: [bind-key/0x143247f10] group 2488
1764682238.461957 cmdq_append <global>: [bind-key/0x143247f10]
1764682238.461959 yylex_token: end at WS
1764682238.461961 yylex_token: bind
1764682238.461963 yylex_token: end at WS
1764682238.461965 yylex_token: -Tcopy-mode-vi
1764682238.461967 yylex_token: end at WS
1764682238.461969 yylex_token: k
1764682238.461971 yylex_token: end at WS
1764682238.461973 yylex_token: send
1764682238.461975 yylex_token: end at WS
1764682238.461976 yylex_token: -X
1764682238.461979 yylex_token: end at WS
1764682238.461980 yylex_token: cursor-up
1764682238.461983 cmd_parse_build_commands 0:0: bind
1764682238.461985 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1764682238.461987 cmd_parse_build_commands 0:2: k
1764682238.461989 cmd_parse_build_commands 0:3 0:0: send
1764682238.461991 cmd_parse_build_commands 0:3 0:1: -X
1764682238.461993 cmd_parse_build_commands 0:3 0:2: cursor-up
1764682238.461995 cmd_parse_build_commands 0:0: send
1764682238.461997 cmd_parse_build_commands 0:1: -X
1764682238.461999 cmd_parse_build_commands 0:2: cursor-up
1764682238.462002 args_parse_flags: next -X
1764682238.462004 args_parse_flags: -X
1764682238.462006 args_parse_flags: next cursor-up
1764682238.462008 args_parse: flags end at 2 of 3
1764682238.462010 args_parse: 2 = cursor-up (type STRING)
1764682238.462013 cmd_parse_build_commands: send-keys -X cursor-up
1764682238.462015 args_parse_flags: next -Tcopy-mode-vi
1764682238.462017 args_parse_flag_argument: -T = copy-mode-vi
1764682238.462019 args_parse_flags: next k
1764682238.462021 args_parse: flags end at 2 of 4
1764682238.462023 args_parse: 2 = k (type STRING)
1764682238.462026 args_parse: 3 = send-keys -X cursor-up (type COMMANDS)
1764682238.462032 cmd_parse_build_commands: bind-key -T copy-mode-vi k { send-keys -X cursor-up }
1764682238.462036 cmdq_get_command: [bind-key/0x1432483c0] group 2496
1764682238.462038 cmdq_append <global>: [bind-key/0x1432483c0]
1764682238.462040 yylex_token: end at WS
1764682238.462042 yylex_token: bind
1764682238.462044 yylex_token: end at WS
1764682238.462046 yylex_token: -Tcopy-mode-vi
1764682238.462048 yylex_token: end at WS
1764682238.462050 yylex_token: z
1764682238.462052 yylex_token: end at WS
1764682238.462053 yylex_token: send
1764682238.462055 yylex_token: end at WS
1764682238.462057 yylex_token: -X
1764682238.462060 yylex_token: end at WS
1764682238.462061 yylex_token: scroll-middle
1764682238.462064 cmd_parse_build_commands 0:0: bind
1764682238.462066 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1764682238.462068 cmd_parse_build_commands 0:2: z
1764682238.462070 cmd_parse_build_commands 0:3 0:0: send
1764682238.462072 cmd_parse_build_commands 0:3 0:1: -X
1764682238.462074 cmd_parse_build_commands 0:3 0:2: scroll-middle
1764682238.462076 cmd_parse_build_commands 0:0: send
1764682238.462078 cmd_parse_build_commands 0:1: -X
1764682238.462080 cmd_parse_build_commands 0:2: scroll-middle
1764682238.462083 args_parse_flags: next -X
1764682238.462085 args_parse_flags: -X
1764682238.462087 args_parse_flags: next scroll-middle
1764682238.462089 args_parse: flags end at 2 of 3
1764682238.462091 args_parse: 2 = scroll-middle (type STRING)
1764682238.462094 cmd_parse_build_commands: send-keys -X scroll-middle
1764682238.462097 args_parse_flags: next -Tcopy-mode-vi
1764682238.462099 args_parse_flag_argument: -T = copy-mode-vi
1764682238.462100 args_parse_flags: next z
1764682238.462102 args_parse: flags end at 2 of 4
1764682238.462104 args_parse: 2 = z (type STRING)
1764682238.462108 args_parse: 3 = send-keys -X scroll-middle (type COMMANDS)
1764682238.462117 cmd_parse_build_commands: bind-key -T copy-mode-vi z { send-keys -X scroll-middle }
1764682238.462120 cmdq_get_command: [bind-key/0x143248500] group 2504
1764682238.462122 cmdq_append <global>: [bind-key/0x143248500]
1764682238.462124 yylex_token: end at WS
1764682238.462126 yylex_token: bind
1764682238.462129 yylex_token: end at WS
1764682238.462130 yylex_token: -Tcopy-mode-vi
1764682238.462132 yylex_token: end at WS
1764682238.462134 yylex_token: l
1764682238.462136 yylex_token: end at WS
1764682238.462138 yylex_token: send
1764682238.462140 yylex_token: end at WS
1764682238.462142 yylex_token: -X
1764682238.462144 yylex_token: end at WS
1764682238.462146 yylex_token: cursor-right
1764682238.462148 cmd_parse_build_commands 0:0: bind
1764682238.462150 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1764682238.462152 cmd_parse_build_commands 0:2: l
1764682238.462154 cmd_parse_build_commands 0:3 0:0: send
1764682238.462156 cmd_parse_build_commands 0:3 0:1: -X
1764682238.462158 cmd_parse_build_commands 0:3 0:2: cursor-right
1764682238.462161 cmd_parse_build_commands 0:0: send
1764682238.462163 cmd_parse_build_commands 0:1: -X
1764682238.462165 cmd_parse_build_commands 0:2: cursor-right
1764682238.462168 args_parse_flags: next -X
1764682238.462169 args_parse_flags: -X
1764682238.462171 args_parse_flags: next cursor-right
1764682238.462173 args_parse: flags end at 2 of 3
1764682238.462175 args_parse: 2 = cursor-right (type STRING)
1764682238.462179 cmd_parse_build_commands: send-keys -X cursor-right
1764682238.462181 args_parse_flags: next -Tcopy-mode-vi
1764682238.462183 args_parse_flag_argument: -T = copy-mode-vi
1764682238.462185 args_parse_flags: next l
1764682238.462187 args_parse: flags end at 2 of 4
1764682238.462189 args_parse: 2 = l (type STRING)
1764682238.462192 args_parse: 3 = send-keys -X cursor-right (type COMMANDS)
1764682238.462198 cmd_parse_build_commands: bind-key -T copy-mode-vi l { send-keys -X cursor-right }
1764682238.462201 cmdq_get_command: [bind-key/0x143248c80] group 2512
1764682238.462203 cmdq_append <global>: [bind-key/0x143248c80]
1764682238.462206 yylex_token: end at WS
1764682238.462207 yylex_token: bind
1764682238.462210 yylex_token: end at WS
1764682238.462212 yylex_token: -Tcopy-mode-vi
1764682238.462214 yylex_token: end at WS
1764682238.462216 yylex_token: n
1764682238.462218 yylex_token: end at WS
1764682238.462220 yylex_token: send
1764682238.462221 yylex_token: end at WS
1764682238.462223 yylex_token: -X
1764682238.462226 yylex_token: end at WS
1764682238.462227 yylex_token: search-again
1764682238.462230 cmd_parse_build_commands 0:0: bind
1764682238.462232 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1764682238.462234 cmd_parse_build_commands 0:2: n
1764682238.462236 cmd_parse_build_commands 0:3 0:0: send
1764682238.462238 cmd_parse_build_commands 0:3 0:1: -X
1764682238.462240 cmd_parse_build_commands 0:3 0:2: search-again
1764682238.462242 cmd_parse_build_commands 0:0: send
1764682238.462244 cmd_parse_build_commands 0:1: -X
1764682238.462246 cmd_parse_build_commands 0:2: search-again
1764682238.462249 args_parse_flags: next -X
1764682238.462251 args_parse_flags: -X
1764682238.462253 args_parse_flags: next search-again
1764682238.462255 args_parse: flags end at 2 of 3
1764682238.462257 args_parse: 2 = search-again (type STRING)
1764682238.462260 cmd_parse_build_commands: send-keys -X search-again
1764682238.462262 args_parse_flags: next -Tcopy-mode-vi
1764682238.462264 args_parse_flag_argument: -T = copy-mode-vi
1764682238.462266 args_parse_flags: next n
1764682238.462268 args_parse: flags end at 2 of 4
1764682238.462270 args_parse: 2 = n (type STRING)
1764682238.462274 args_parse: 3 = send-keys -X search-again (type COMMANDS)
1764682238.462280 cmd_parse_build_commands: bind-key -T copy-mode-vi n { send-keys -X search-again }
1764682238.462283 cmdq_get_command: [bind-key/0x1432490b0] group 2520
1764682238.462285 cmdq_append <global>: [bind-key/0x1432490b0]
1764682238.462287 yylex_token: end at WS
1764682238.462289 yylex_token: bind
1764682238.462294 yylex_token: end at WS
1764682238.462296 yylex_token: -Tcopy-mode-vi
1764682238.462298 yylex_token: end at WS
1764682238.462300 yylex_token: o
1764682238.462302 yylex_token: end at WS
1764682238.462303 yylex_token: send
1764682238.462305 yylex_token: end at WS
1764682238.462307 yylex_token: -X
1764682238.462309 yylex_token: end at WS
1764682238.462311 yylex_token: other-end
1764682238.462314 cmd_parse_build_commands 0:0: bind
1764682238.462316 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1764682238.462318 cmd_parse_build_commands 0:2: o
1764682238.462320 cmd_parse_build_commands 0:3 0:0: send
1764682238.462322 cmd_parse_build_commands 0:3 0:1: -X
1764682238.462324 cmd_parse_build_commands 0:3 0:2: other-end
1764682238.462326 cmd_parse_build_commands 0:0: send
1764682238.462328 cmd_parse_build_commands 0:1: -X
1764682238.462330 cmd_parse_build_commands 0:2: other-end
1764682238.462333 args_parse_flags: next -X
1764682238.462335 args_parse_flags: -X
1764682238.462337 args_parse_flags: next other-end
1764682238.462339 args_parse: flags end at 2 of 3
1764682238.462341 args_parse: 2 = other-end (type STRING)
1764682238.462344 cmd_parse_build_commands: send-keys -X other-end
1764682238.462346 args_parse_flags: next -Tcopy-mode-vi
1764682238.462348 args_parse_flag_argument: -T = copy-mode-vi
1764682238.462350 args_parse_flags: next o
1764682238.462352 args_parse: flags end at 2 of 4
1764682238.462354 args_parse: 2 = o (type STRING)
1764682238.462358 args_parse: 3 = send-keys -X other-end (type COMMANDS)
1764682238.462364 cmd_parse_build_commands: bind-key -T copy-mode-vi o { send-keys -X other-end }
1764682238.462367 cmdq_get_command: [bind-key/0x143249490] group 2528
1764682238.462369 cmdq_append <global>: [bind-key/0x143249490]
1764682238.462371 yylex_token: end at WS
1764682238.462373 yylex_token: bind
1764682238.462376 yylex_token: end at WS
1764682238.462377 yylex_token: -Tcopy-mode-vi
1764682238.462379 yylex_token: end at WS
1764682238.462381 yylex_token: q
1764682238.462383 yylex_token: end at WS
1764682238.462385 yylex_token: send
1764682238.462387 yylex_token: end at WS
1764682238.462389 yylex_token: -X
1764682238.462391 yylex_token: end at WS
1764682238.462393 yylex_token: cancel
1764682238.462395 cmd_parse_build_commands 0:0: bind
1764682238.462397 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1764682238.462399 cmd_parse_build_commands 0:2: q
1764682238.462401 cmd_parse_build_commands 0:3 0:0: send
1764682238.462403 cmd_parse_build_commands 0:3 0:1: -X
1764682238.462405 cmd_parse_build_commands 0:3 0:2: cancel
1764682238.462408 cmd_parse_build_commands 0:0: send
1764682238.462410 cmd_parse_build_commands 0:1: -X
1764682238.462412 cmd_parse_build_commands 0:2: cancel
1764682238.462414 args_parse_flags: next -X
1764682238.462416 args_parse_flags: -X
1764682238.462418 args_parse_flags: next cancel
1764682238.462420 args_parse: flags end at 2 of 3
1764682238.462422 args_parse: 2 = cancel (type STRING)
1764682238.462426 cmd_parse_build_commands: send-keys -X cancel
1764682238.462428 args_parse_flags: next -Tcopy-mode-vi
1764682238.462430 args_parse_flag_argument: -T = copy-mode-vi
1764682238.462431 args_parse_flags: next q
1764682238.462433 args_parse: flags end at 2 of 4
1764682238.462435 args_parse: 2 = q (type STRING)
1764682238.462439 args_parse: 3 = send-keys -X cancel (type COMMANDS)
1764682238.462445 cmd_parse_build_commands: bind-key -T copy-mode-vi q { send-keys -X cancel }
1764682238.462448 cmdq_get_command: [bind-key/0x143249970] group 2536
1764682238.462450 cmdq_append <global>: [bind-key/0x143249970]
1764682238.462452 yylex_token: end at WS
1764682238.462454 yylex_token: bind
1764682238.462457 yylex_token: end at WS
1764682238.462458 yylex_token: -Tcopy-mode-vi
1764682238.462460 yylex_token: end at WS
1764682238.462462 yylex_token: r
1764682238.462464 yylex_token: end at WS
1764682238.462466 yylex_token: send
1764682238.462468 yylex_token: end at WS
1764682238.462470 yylex_token: -X
1764682238.462472 yylex_token: end at WS
1764682238.462474 yylex_token: refresh-from-pane
1764682238.462476 cmd_parse_build_commands 0:0: bind
1764682238.462481 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1764682238.462483 cmd_parse_build_commands 0:2: r
1764682238.462485 cmd_parse_build_commands 0:3 0:0: send
1764682238.462487 cmd_parse_build_commands 0:3 0:1: -X
1764682238.462489 cmd_parse_build_commands 0:3 0:2: refresh-from-pane
1764682238.462492 cmd_parse_build_commands 0:0: send
1764682238.462494 cmd_parse_build_commands 0:1: -X
1764682238.462496 cmd_parse_build_commands 0:2: refresh-from-pane
1764682238.462498 args_parse_flags: next -X
1764682238.462500 args_parse_flags: -X
1764682238.462502 args_parse_flags: next refresh-from-pane
1764682238.462504 args_parse: flags end at 2 of 3
1764682238.462506 args_parse: 2 = refresh-from-pane (type STRING)
1764682238.462510 cmd_parse_build_commands: send-keys -X refresh-from-pane
1764682238.462512 args_parse_flags: next -Tcopy-mode-vi
1764682238.462514 args_parse_flag_argument: -T = copy-mode-vi
1764682238.462516 args_parse_flags: next r
1764682238.462518 args_parse: flags end at 2 of 4
1764682238.462520 args_parse: 2 = r (type STRING)
1764682238.462524 args_parse: 3 = send-keys -X refresh-from-pane (type COMMANDS)
1764682238.462530 cmd_parse_build_commands: bind-key -T copy-mode-vi r { send-keys -X refresh-from-pane }
1764682238.462533 cmdq_get_command: [bind-key/0x143249e10] group 2544
1764682238.462535 cmdq_append <global>: [bind-key/0x143249e10]
1764682238.462537 yylex_token: end at WS
1764682238.462539 yylex_token: bind
1764682238.462542 yylex_token: end at WS
1764682238.462543 yylex_token: -Tcopy-mode-vi
1764682238.462545 yylex_token: end at WS
1764682238.462547 yylex_token: t
1764682238.462549 yylex_token: end at WS
1764682238.462551 yylex_token: command-prompt
1764682238.462554 yylex_token: end at WS
1764682238.462556 yylex_token: -1p(jump to forward)
1764682238.462558 yylex_token: end at WS
1764682238.462560 yylex_token: send
1764682238.462562 yylex_token: end at WS
1764682238.462563 yylex_token: -X
1764682238.462566 yylex_token: end at WS
